Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.73,109218,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.70GHz,8,Nvidia GeForce 930MX,2.04,52161,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.7,53386,0,0,0,0,1366,768,0,0,0,,,,,2.3,Intel,Intel,windows
Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,16,Nvidia GeForce GTX 950M,2.3,95850,0,0,1,0,3840,2160,1,1,0,,2.0,,512.0,2.7,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,6,Intel HD Graphics 620,2.04,30849,0,0,0,0,1366,768,1,0,0,,1.0,,,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.99,93186,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.19,69210,1,1,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.2,63669,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6,AMD Radeon 530,2.2,29250,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.6,AMD,AMD,windows
Fujitsu,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.3,34578,0,0,0,0,1366,768,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.75,48751,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,2.25,31914,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,AMD,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.04,42943,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.5,63349,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.36,39906,0,0,0,0,1366,768,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620 ,1.6,59620,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.5,Intel,Intel,windows
HP,Netbook,12.5,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.97,101658,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.2,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon 520,2.1,26586,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.0,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.9,14418,0,0,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,freedos/other
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,2.3,71874,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Dell,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.68,47365,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.4,61272,0,0,0,0,3200,1800,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.11,71874,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.4,20246,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,95850,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
